title,company,location,scrape_date,scrape_time,title_raw,paren_raw,title_clean,seniority,work_mode,employment_type,role_group
DevOps Engineer - Noida,NeoXam,"Noida, Uttar Pradesh, India",2025-07-16,11:26:47,DevOps Engineer - Noida,,devops engineer noida,unknown,unknown,unknown,devops_sre
DevOps Engineer,LTIMindtree,"Pune, Maharashtra, India",2025-07-16,11:26:47,DevOps Engineer,,devops engineer,unknown,unknown,unknown,devops_sre
Senior Data Engineer,BitGo,"Bengaluru, Karnataka, India",2025-07-16,11:26:47,Senior Data Engineer,,senior data engineer,senior,unknown,unknown,data_engineering
Staff Software Development Engineer - DevOps,Zscaler,"Bengaluru East, Karnataka, India",2025-07-16,11:26:47,Staff Software Development Engineer - DevOps,,staff software development engineer devops,senior,unknown,unknown,devops_sre
Data Engineer,LORVEN SOFTTECH,"Bengaluru, Karnataka, India",2025-07-16,11:26:47,Data Engineer,,data engineer,unknown,unknown,unknown,data_engineering
Sr Staff Cloud Engineer,GE HealthCare,"Bengaluru, Karnataka, India",2025-07-16,11:26:47,Sr Staff Cloud Engineer,,sr staff cloud engineer,senior,unknown,unknown,cloud
Senior Systems Engineer - Data DevOps/MLOps,EPAM Systems,"Bangalore Urban, Karnataka, India",2025-07-16,11:26:47,Senior Systems Engineer - Data DevOps/MLOps,,senior systems engineer data devops mlops,senior,unknown,unknown,devops_sre
AI Engineer  (Computer Vision/ Data Science),DIMAAG,"Bangalore Urban, Karnataka, India",2025-07-16,11:26:47,AI Engineer  (Computer Vision/ Data Science),Computer Vision/ Data Science,ai engineer,unknown,unknown,unknown,ml_ai
"Senior Data Engineer - cloud data services - Python,Spark, Hadoop, Hive, Kafka",AutomatonsX,,2025-07-16,11:26:47,"Senior Data Engineer - cloud data services - Python,Spark, Hadoop, Hive, Kafka",,senior data engineer cloud data services python spark hadoop hive kafka,senior,unknown,unknown,data_engineering
DevOps Engineer,Kotak Mahindra Bank,"Hyderabad, Telangana, India",2025-07-16,11:32:17,DevOps Engineer,,devops engineer,unknown,unknown,unknown,devops_sre
Platform DevOps Engineer (100% REMOTE),Live Nation Entertainment,"Gurugram, Haryana, India",2025-07-16,11:32:17,Platform DevOps Engineer (100% REMOTE),100% REMOTE,platform devops engineer,unknown,remote,unknown,devops_sre
Member of Technical Staff (DevOps),ThoughtSpot,"Hyderabad, Telangana, India",2025-07-16,11:32:17,Member of Technical Staff (DevOps),DevOps,member of technical staff,senior,unknown,unknown,other
Associate Data Scientist,AlgoAnalytics,"Pune, Maharashtra, India",2025-07-16,11:32:17,Associate Data Scientist,,associate data scientist,unknown,unknown,unknown,data_science
DevOps Engineer,HID,"Chennai, Tamil Nadu, India",2025-07-16,11:32:17,DevOps Engineer,,devops engineer,unknown,unknown,unknown,devops_sre
DevOps Engineer,Movate,"Hyderabad, Telangana, India",2025-07-16,11:32:17,DevOps Engineer,,devops engineer,unknown,unknown,unknown,devops_sre
Data Engineer,Axcello Consulting Inc.,"Hyderabad, Telangana, India",2025-07-16,11:32:17,Data Engineer,,data engineer,unknown,unknown,unknown,data_engineering
Senior Data Engineer-Hyderabad(Hybrid),Uplers,,2025-07-16,11:32:17,Senior Data Engineer-Hyderabad(Hybrid),Hybrid,senior data engineer hyderabad,senior,hybrid,unknown,data_engineering
DevOps & Cloud Engineer,Violet Infosystems Private Limited,"MH, IN",2025-07-16,11:42:04,DevOps & Cloud Engineer,,devops cloud engineer,unknown,unknown,unknown,devops_sre
Principal DevOps Engineer,Autodesk,"KA, IN",2025-07-16,11:42:04,Principal DevOps Engineer,,principal devops engineer,senior,unknown,unknown,devops_sre
Cloud Engineer Intern,B. M. Infotrade Pvt. Ltd.,"RJ, IN",2025-07-16,11:42:04,Cloud Engineer Intern,,cloud engineer intern,intern,unknown,unknown,cloud
Data Engineer,Stratacent,"Pune, Maharashtra, India",2025-07-16,11:42:04,Data Engineer,,data engineer,unknown,unknown,unknown,data_engineering
Cloud engineer - GCP and Azure - GO/JC/446/2025,Golden Opportunities,"Bengaluru, Karnataka, India",2025-07-16,11:42:04,Cloud engineer - GCP and Azure - GO/JC/446/2025,,cloud engineer gcp and azure go jc 446 2025,unknown,unknown,unknown,cloud
AI Engineer II,Skillsoft,"Hyderabad, Telangana, India",2025-07-16,11:42:04,AI Engineer II,,ai engineer ii,unknown,unknown,unknown,ml_ai
"Data Engineer-Python,PySpark,SQL ,Spark Architecture,Azure Databricks",Siemens Healthineers,"Bengaluru, Karnataka, India",2025-07-16,11:42:04,"Data Engineer-Python,PySpark,SQL ,Spark Architecture,Azure Databricks",,data engineer python pyspark sql spark architecture azure databricks,unknown,unknown,unknown,data_engineering
Data Engineer,HireAlpha,"Hyderabad, Telangana, India",2025-07-16,11:42:04,Data Engineer,,data engineer,unknown,unknown,unknown,data_engineering
Senior AWS Data Engineer,Zimetrics,"Pune, Maharashtra, India",2025-07-16,11:42:04,Senior AWS Data Engineer,,senior aws data engineer,senior,unknown,unknown,data_engineering
Senior Frontend Engineer – Data Visualization & Analytics,Weekday (YC W21),"Mumbai, Maharashtra, India",2025-07-16,11:42:04,Senior Frontend Engineer – Data Visualization & Analytics,,senior frontend engineer data visualization analytics,senior,unknown,unknown,analyst_bi
Senior Data Engineer,Nisum,"Bhubaneswar, Odisha, India",2025-07-16,11:42:04,Senior Data Engineer,,senior data engineer,senior,unknown,unknown,data_engineering
Senior Data Engineer,TalentON Technology Services,,2025-07-16,11:42:04,Senior Data Engineer,,senior data engineer,senior,unknown,unknown,data_engineering
"Data Engineer- Snowflakes,Pyspark, Snowflake and dbt",Trivecta Digital,"Chennai, Tamil Nadu, India",2025-07-16,11:46:07,"Data Engineer- Snowflakes,Pyspark, Snowflake and dbt",,data engineer snowflakes pyspark snowflake and dbt,unknown,unknown,unknown,data_engineering
Azure Data Engineer,ZS,"Pune, Maharashtra, India",2025-07-16,11:50:55,Azure Data Engineer,,azure data engineer,unknown,unknown,unknown,data_engineering
Data Engineer,IntraEdge,,2025-07-16,11:50:55,Data Engineer,,data engineer,unknown,unknown,unknown,data_engineering
Sr. Software Engineer - Public Cloud Engineering,Workday,,2025-07-16,11:50:55,Sr. Software Engineer - Public Cloud Engineering,,sr software engineer public cloud engineering,senior,unknown,unknown,software_backend
AI Engineer,GE HealthCare,"Bengaluru, Karnataka, India",2025-07-16,11:50:55,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
data engineer II,Concentrix Limited Company,"Gurugram, Haryana, India",2025-07-16,11:50:55,data engineer II,,data engineer ii,unknown,unknown,unknown,data_engineering
Senior AI Engineer (Agentic AI Focus),Tech9,,2025-07-16,11:50:55,Senior AI Engineer (Agentic AI Focus),Agentic AI Focus,senior ai engineer,senior,unknown,unknown,ml_ai
Data Engineer,NeoStats,"Bengaluru, Karnataka, India",2025-07-16,11:50:55,Data Engineer,,data engineer,unknown,unknown,unknown,data_engineering
Senior Data Engineer,Numerator,"Vadodara, Gujarat, India",2025-07-16,11:50:55,Senior Data Engineer,,senior data engineer,senior,unknown,unknown,data_engineering
Principal Cloud Engineer,Tide,,2025-07-16,11:56:42,Principal Cloud Engineer,,principal cloud engineer,senior,unknown,unknown,cloud
Cloud Data Engineer,Lemongrass,,2025-07-16,11:56:42,Cloud Data Engineer,,cloud data engineer,unknown,unknown,unknown,data_engineering
Data Engineer-Business Intelligence,IBM,"Pune, Maharashtra, India",2025-07-16,11:56:42,Data Engineer-Business Intelligence,,data engineer business intelligence,unknown,unknown,unknown,data_engineering
Cloud Sr. Software Engineer DevOps,Virtusa,"Andhra Pradesh, India",2025-07-16,11:56:42,Cloud Sr. Software Engineer DevOps,,cloud sr software engineer devops,senior,unknown,unknown,devops_sre
DevOps Engineer,Arin Tech ,"CH, IN",2025-07-16,12:48:56,DevOps Engineer,,devops engineer,unknown,unknown,unknown,devops_sre
DevOps Engineer,Persistent Systems,"Bengaluru, Karnataka, India",2025-07-16,12:48:56,DevOps Engineer,,devops engineer,unknown,unknown,unknown,devops_sre
Machine Learning Engineer,ThoughtSol Infotech Pvt. Ltd,"Noida, Uttar Pradesh, India",2025-07-16,12:48:56,Machine Learning Engineer,,machine learning engineer,unknown,unknown,unknown,ml_ai
DevOps Engineer,DHL,"Indore, Madhya Pradesh, India",2025-07-16,12:48:56,DevOps Engineer,,devops engineer,unknown,unknown,unknown,devops_sre
DevOps Engineer -AWS,Capgemini,"Coimbatore, Tamil Nadu, India",2025-07-16,12:48:56,DevOps Engineer -AWS,,devops engineer aws,unknown,unknown,unknown,devops_sre
DevOps Engineer,HID,"Chennai, Tamil Nadu, India",2025-07-16,12:48:56,DevOps Engineer,,devops engineer,unknown,unknown,unknown,devops_sre
Sr Machine Learning Engineer,PayPal,"Bengaluru, Karnataka, India",2025-07-16,12:48:56,Sr Machine Learning Engineer,,sr machine learning engineer,senior,unknown,unknown,ml_ai
Senior Data Engineer,Faurecia,"Pune, Maharashtra, India",2025-07-16,12:48:56,Senior Data Engineer,,senior data engineer,senior,unknown,unknown,data_engineering
5+ YoE Data Engineer – PySpark/Spark Scala with Cloud & SQL - Immediate Joiner - Pune,UST,"Pune, Maharashtra, India",2025-07-16,12:48:56,5+ YoE Data Engineer – PySpark/Spark Scala with Cloud & SQL - Immediate Joiner - Pune,,data engineer pyspark spark scala with cloud sql pune,unknown,unknown,unknown,data_engineering
Senior DevOps Engineer,LSEG,"Bengaluru, Karnataka, India",2025-07-16,12:48:56,Senior DevOps Engineer,,senior devops engineer,senior,unknown,unknown,devops_sre
AWS DevOps Engineer,Dataviv Media Network,"HR, IN",2025-07-16,13:38:47,AWS DevOps Engineer,,aws devops engineer,unknown,unknown,unknown,devops_sre
Senior Staff Cloud DevOps Engineer,Experian,"TS, IN",2025-07-16,13:38:47,Senior Staff Cloud DevOps Engineer,,senior staff cloud devops engineer,senior,unknown,unknown,devops_sre
Machine Learning Engineer L4,Twilio,,2025-07-16,13:38:47,Machine Learning Engineer L4,,machine learning engineer l4,unknown,unknown,unknown,ml_ai
DevOps Engineer,Sapiens,"Bengaluru, Karnataka, India",2025-07-16,13:38:47,DevOps Engineer,,devops engineer,unknown,unknown,unknown,devops_sre
Machine Learning Engineer,KeyValue Software Systems,"Kochi, Kerala, India",2025-07-16,13:38:47,Machine Learning Engineer,,machine learning engineer,unknown,unknown,unknown,ml_ai
DevOps Engineer,va2pt.com,"Dwarka, Delhi, India",2025-07-16,13:38:47,DevOps Engineer,,devops engineer,unknown,unknown,unknown,devops_sre
GenAI Developer,EliteRecruitments,,2025-07-16,13:38:47,GenAI Developer,,genai developer,unknown,unknown,unknown,ml_ai
"Director, Data Engineering-R-251209",Mastercard,"Pune, Maharashtra, India",2025-07-16,13:38:47,"Director, Data Engineering-R-251209",,director data engineering r 251209,senior,unknown,unknown,data_engineering
"Prototyping Architect, Prototyping and Cloud Engineering (PACE)",Amazon Web Services (AWS),"Mumbai, Maharashtra, India",2025-07-16,13:38:47,"Prototyping Architect, Prototyping and Cloud Engineering (PACE)",PACE,prototyping architect prototyping and cloud engineering,unknown,unknown,unknown,other
Machine Learning Engineer (Vertex AI + Flutter Exposure),The TDIT Group,"Gurugram, Haryana, India",2025-07-16,13:38:47,Machine Learning Engineer (Vertex AI + Flutter Exposure),Vertex AI + Flutter Exposure,machine learning engineer,unknown,unknown,unknown,ml_ai
5+ YoE - Data Engineer – PySpark/Spark Scala with Cloud & SQL - Immediate Joiner - Noida,UST,"Noida, Uttar Pradesh, India",2025-07-16,13:38:47,5+ YoE - Data Engineer – PySpark/Spark Scala with Cloud & SQL - Immediate Joiner - Noida,,data engineer pyspark spark scala with cloud sql noida,unknown,unknown,unknown,data_engineering
AWS DevOps Engineer,4Bell Technology,"TN, IN",2025-07-16,14:21:03,AWS DevOps Engineer,,aws devops engineer,unknown,unknown,unknown,devops_sre
Devops Engineer,Paxbridge Management services Pvt Ltd,"GJ, IN",2025-07-16,14:21:03,Devops Engineer,,devops engineer,unknown,unknown,unknown,devops_sre
Machine Learning Engineer (L2),Twilio,,2025-07-16,14:21:03,Machine Learning Engineer (L2),L2,machine learning engineer,unknown,unknown,unknown,ml_ai
Big Data Engineer - P50,Adobe,"Bengaluru, Karnataka, India",2025-07-16,14:21:03,Big Data Engineer - P50,,big data engineer p50,unknown,unknown,unknown,data_engineering
Data Engineer-Data Platforms-Google,IBM,"Hyderabad, Telangana, India",2025-07-16,14:21:03,Data Engineer-Data Platforms-Google,,data engineer data platforms google,unknown,unknown,unknown,data_engineering
Software Development Engineer Devops II,TELUS Digital,"Bengaluru, Karnataka, India",2025-07-16,14:21:03,Software Development Engineer Devops II,,software development engineer devops ii,unknown,unknown,unknown,devops_sre
Data Engineer-Data Platforms-Google,IBM,"Bengaluru, Karnataka, India",2025-07-16,14:21:03,Data Engineer-Data Platforms-Google,,data engineer data platforms google,unknown,unknown,unknown,data_engineering
Data Engineer,VSM Software,"Mumbai, Maharashtra, India",2025-07-16,14:21:03,Data Engineer,,data engineer,unknown,unknown,unknown,data_engineering
"Prototyping Architect, Prototyping and Cloud Engineering (PACE)",Amazon Web Services (AWS),"Bengaluru, Karnataka, India",2025-07-16,14:21:03,"Prototyping Architect, Prototyping and Cloud Engineering (PACE)",PACE,prototyping architect prototyping and cloud engineering,unknown,unknown,unknown,other
Sr. DevOps Engineer,Lexmark,,2025-07-16,14:21:03,Sr. DevOps Engineer,,sr devops engineer,senior,unknown,unknown,devops_sre
Senior DevOps Engineer,Prognova Partners Pvt Ltd,"TN, IN",2025-07-16,14:47:43,Senior DevOps Engineer,,senior devops engineer,senior,unknown,unknown,devops_sre
Principal DevOps Engineer,NVIDIA,"TS, IN",2025-07-16,14:47:43,Principal DevOps Engineer,,principal devops engineer,senior,unknown,unknown,devops_sre
Data Visualization Developer (D3.js),Escalent,"Noida, Uttar Pradesh, India",2025-07-16,14:47:43,Data Visualization Developer (D3.js),D3.js,data visualization developer,unknown,unknown,unknown,software_backend
DevOps Specialist,Wipro,"Gurugram, Haryana, India",2025-07-16,14:47:43,DevOps Specialist,,devops specialist,unknown,unknown,unknown,devops_sre
Senior DevOps Engineer - Bangalore,Capco,"Bengaluru, Karnataka, India",2025-07-16,14:47:43,Senior DevOps Engineer - Bangalore,,senior devops engineer bangalore,senior,unknown,unknown,devops_sre
Data Engineer,Accenture in India,"Bengaluru, Karnataka, India",2025-07-16,14:47:43,Data Engineer,,data engineer,unknown,unknown,unknown,data_engineering
Data Engineer,Accenture in India,"Bengaluru, Karnataka, India",2025-07-16,14:47:43,Data Engineer,,data engineer,unknown,unknown,unknown,data_engineering
Senior Data Engineer,Solventum,"Bengaluru, Karnataka, India",2025-07-16,14:47:43,Senior Data Engineer,,senior data engineer,senior,unknown,unknown,data_engineering
Software Developer / AI Developer – Intern,An-associates,"Remote, IN",2025-07-16,15:25:29,Software Developer / AI Developer – Intern,,software developer ai developer intern,intern,unknown,unknown,ml_ai
Senior - Cloud Engineer,Volvo Group,"KA, IN",2025-07-16,15:25:29,Senior - Cloud Engineer,,senior cloud engineer,senior,unknown,unknown,cloud
Senior DevOps  Engineer,Cognizant,"Bangalore Urban, Karnataka, India",2025-07-16,15:25:29,Senior DevOps  Engineer,,senior devops engineer,senior,unknown,unknown,devops_sre
Senior Machine Learning Engineer,Wayfair,"Bengaluru, Karnataka, India",2025-07-16,15:25:29,Senior Machine Learning Engineer,,senior machine learning engineer,senior,unknown,unknown,ml_ai
Senior DevOps/SRE Engineer - Remote Work,BairesDev,"Bengaluru, Karnataka, India",2025-07-16,15:25:29,Senior DevOps/SRE Engineer - Remote Work,,senior devops sre engineer remote work,senior,remote,unknown,devops_sre
Cloud Engineer III - Infra/Migration/DevOps,Insight,"DL, IN",2025-07-16,15:46:41,Cloud Engineer III - Infra/Migration/DevOps,,cloud engineer iii infra migration devops,unknown,unknown,unknown,devops_sre
Data Engineer - C10,Citi,"Chennai, Tamil Nadu, India",2025-07-16,15:46:41,Data Engineer - C10,,data engineer c10,unknown,unknown,unknown,data_engineering
Data Engineer - C11,Citi,"Pune, Maharashtra, India",2025-07-16,15:46:41,Data Engineer - C11,,data engineer c11,unknown,unknown,unknown,data_engineering
Big Data Engineer - C11 - BANGALORE,Citi,"Bengaluru, Karnataka, India",2025-07-16,15:46:41,Big Data Engineer - C11 - BANGALORE,,big data engineer c11 bangalore,unknown,unknown,unknown,data_engineering
Senior Snowflake & Oracle Golden Gate Data Engineer,Oracle,"Bengaluru, Karnataka, India",2025-07-16,15:46:41,Senior Snowflake & Oracle Golden Gate Data Engineer,,senior snowflake oracle golden gate data engineer,senior,unknown,unknown,data_engineering
Sr DevOps Engineer,Verisk,"TS, IN",2025-07-16,16:29:56,Sr DevOps Engineer,,sr devops engineer,senior,unknown,unknown,devops_sre
Senior DevOps Engineer - Bangalore,Capco,"KA, IN",2025-07-16,16:29:56,Senior DevOps Engineer - Bangalore,,senior devops engineer bangalore,senior,unknown,unknown,devops_sre
DevOps Engineer,LTIMindtree,"Pune, Maharashtra, India",2025-07-16,16:29:56,DevOps Engineer,,devops engineer,unknown,unknown,unknown,devops_sre
DevOps Engineer,Condor AI,"Hyderabad, Telangana, India",2025-07-16,16:29:56,DevOps Engineer,,devops engineer,unknown,unknown,unknown,devops_sre
Computer Vision Engineer,SAI,,2025-07-16,16:29:56,Computer Vision Engineer,,computer vision engineer,unknown,unknown,unknown,ml_ai
Data Engineer,TEK Inspirations LLC,,2025-07-16,16:29:56,Data Engineer,,data engineer,unknown,unknown,unknown,data_engineering
DevOps Engineer,BlueBash Consulting Pvt. Ltd.,"PB, IN",2025-07-16,16:55:33,DevOps Engineer,,devops engineer,unknown,unknown,unknown,devops_sre
Cloud Engineer III - Infra/Migration/DevOps,Insight,"TS, IN",2025-07-16,16:55:33,Cloud Engineer III - Infra/Migration/DevOps,,cloud engineer iii infra migration devops,unknown,unknown,unknown,devops_sre
Senior Data Engineer,r3 Consultant,,2025-07-16,16:55:33,Senior Data Engineer,,senior data engineer,senior,unknown,unknown,data_engineering
Data Engineer,EY,"Noida, Uttar Pradesh, India",2025-07-16,17:22:41,Data Engineer,,data engineer,unknown,unknown,unknown,data_engineering
AWS Devops Engineer,S&P Global,"Ghaziabad, Uttar Pradesh, India",2025-07-16,17:22:41,AWS Devops Engineer,,aws devops engineer,unknown,unknown,unknown,devops_sre
Data Engineer-Data Integration,IBM,"Bengaluru, Karnataka, India",2025-07-16,17:22:41,Data Engineer-Data Integration,,data engineer data integration,unknown,unknown,unknown,data_engineering
"Data Engineer (Level 4), AOP",Amazon,"Hyderabad, Telangana, India",2025-07-16,17:22:41,"Data Engineer (Level 4), AOP",Level 4,data engineer aop,unknown,unknown,unknown,data_engineering
Principal Consultant - Cloud DevOps Engineer,Genpact,"KA, IN",2025-07-16,17:47:02,Principal Consultant - Cloud DevOps Engineer,,principal consultant cloud devops engineer,senior,unknown,unknown,devops_sre
